scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight,service_code
920244,7006103,5197,2026-05-19 11:25:00,4,130,OUT_FOR_DELIVERY,37.35,STD
920321,7006133,5131,2026-05-19 12:44:43,8,107,OUT_FOR_DELIVERY,40.38,ECO
919543,7005879,5126,2026-05-19 20:25:07,9,128,OUT_FOR_DELIVERY,6.78,ECO
920012,7006027,5064,2026-05-19 14:13:47,6,140,ARRIVE,44.69,ECO
919890,7005980,5003,2026-05-19 16:57:40,4,107,OUT_FOR_DELIVERY,38.0,ECO
919844,7005965,5156,2026-05-19 06:17:04,6,125,FAILED,,STD
920239,7006098,5090,2026-05-19 15:51:20,7,102,PICKUP,25.13,EXP
920130,7006064,5177,2026-05-19 13:41:40,8,119,PICKUP,8.61,EXP
919888,7005980,5100,2026-05-19 18:58:41,3,134,PICKUP,2.2,ECO
919312,7005802,5079,2026-05-19 06:16:12,4,119,DEPART,26.48,ECO
920196,7006086,5119,2026-05-19 06:40:15,4,136,DEPART,32.53,EXP
919634,7005908,5095,19/05/2026 06:14,10,131,DELIVERED,26.83,ECO
919861,7005971,5187,2026-05-19 17:47:00,7,137,DELIVERED,38.84,STD
920084,7006046,5180,2026-05-19 07:07:10,8,120,DEPART,10.82,STD
919685,7005926,5075,2026-05-19 20:49:51,9,118,PICKUP,24.82,STD
919970,7006014,5114,2026-05-19 07:38:24,3,131,PICKUP,8.51,STD
920163,7006073,5151,2026-05-19 13:40:27,5,110,ARRIVE,30.28,ECO
919568,7005887,5047,2026-05-19 15:42:33,7,101,ARRIVE,46.52,SDD
919647,7005911,5045,2026-05-19 15:10:22,10,128,FAILED,1.84,EXP
919635,7005909,5097,2026-05-19 14:22:48,6,136,OUT_FOR_DELIVERY,22.89,ECO
919876,7005977,5162,2026-05-19 11:46:49,5,122,PICKUP,14.45,SDD
920067,7006041,5019,2026-05-19 13:19:41,6,101,DELIVERED,9.31,SDD
920069,7006042,5008,2026-05-19 17:37:32,1,103,FAILED,40.41,SDD
919699,7005935,5125,2026-05-19 12:35:03,4,127,FAILED,47.63,EXP
919682,7005925,5011,2026-05-19 11:55:47,4,101,PICKUP,19.97,STD
920048,7006035,5107,2026-05-19 19:13:16,7,137,ARRIVE,45.27,SDD
919779,7005950,5082,2026-05-19 08:16:36,8,112,ARRIVE,37.49,ECO
919382,7005825,5102,2026-05-19 11:30:24,2,132,FAILED,31.55,SDD
920109,7006057,5088,2026-05-19 20:10:25,3,103,OUT_FOR_DELIVERY,25.28,EXP
920219,7006088,5185,2026-05-19 14:53:52,4,102,FAILED,43.15,SDD
919810,7005955,5007,2026-05-19 06:58:01,9,125,DELIVERED,35.96,STD
919505,7005865,5046,2026-05-19 09:59:46,7,107,OUT_FOR_DELIVERY,40.44,SDD
919325,7005805,5145,2026-05-19 06:33:54,8,103,ARRIVE,,ECO
919261,7005787,5108,2026-05-19 21:41:05,5,107,DEPART,40.51,EXP
919451,7005849,5130,2026-05-19 21:13:01,2,101,PICKUP,23.23,ECO
919295,7005798,5052,2026-05-19 10:21:53,10,114,PICKUP,28.77,STD
920106,7006054,5167,2026-05-19 14:48:36,3,121,ARRIVE,3.72,ECO
919730,7005943,5072,2026-05-19 17:48:23,8,117,OUT_FOR_DELIVERY,16.71,ECO
919839,7005962,5037,2026-05-19 14:13:44,5,126,DELIVERED,37.75,STD
920124,7006063,5008,2026-05-19 07:54:38,3,102,FAILED,37.62,SDD
920097,7006053,5112,2026-05-19 09:42:56,1,104,PICKUP,22.19,EXP
919453,7005849,5200,2026-05-19 10:47:58,5,109,ARRIVE,45.75,EXP
919605,7005900,5184,2026-05-19 15:38:20,6,132,DEPART,44.71,STD
919944,7006005,5182,2026-05-19 07:53:10,10,118,OUT_FOR_DELIVERY,12.31,ECO
919945,7006005,5100,2026-05-19 10:19:25,3,118,PICKUP,3.11,EXP
919872,7005976,5005,2026-05-19 19:35:03,1,103,PICKUP,22.55,ECO
919436,7005843,5035,2026-05-19 17:02:09,2,124,ARRIVE,25.21,SDD
919334,7005807,5131,2026-05-19 06:34:30,5,132,DEPART,41.92,STD
919281,7005796,5004,2026-05-19 14:39:33,7,112,FAILED,47.84,EXP
919527,7005872,5039,2026-05-19 06:56:42,9,125,OUT_FOR_DELIVERY,30.62,SDD
919846,7005966,5181,2026-05-19 09:26:05,3,105,FAILED,23.67,EXP
919728,7005943,5050,2026-05-19 11:48:33,10,118,ARRIVE,11.2,EXP
919796,7005952,5104,2026-05-19 15:47:37,6,115,FAILED,42.26,SDD
920017,7006029,5104,2026-05-19 06:58:51,7,106,ARRIVE,7.85,STD
919657,7005913,5144,2026-05-19 14:02:57,9,135,FAILED,14.95,ECO
919859,7005970,5070,2026-05-19 13:21:59,8,137,ARRIVE,29.43,EXP
919444,7005847,5175,2026-05-19 17:54:25,2,129,DELIVERED,22.7,SDD
919707,7005939,5142,2026-05-19 18:38:53,8,132,PICKUP,44.72,SDD
920036,7006033,5087,2026-05-19 11:45:05,2,131,FAILED,17.79,ECO
919771,7005949,5071,2026-05-19 18:53:37,9,105,DELIVERED,32.42,EXP
919814,7005956,5057,2026-05-19 14:19:57,10,139,ARRIVE,2.15,ECO
919400,7005829,5068,2026-05-19 15:37:21,4,111,ARRIVE,"38,16",SDD
919712,7005941,5031,2026-05-19 06:11:45,9,130,DELIVERED,11.46,ECO
919948,7006008,5107,2026-05-19 07:15:56,4,137,ARRIVE,6.47,STD
919538,7005876,5109,19/05/2026 18:34,99,114,DELIVERED,23.17,SDD
919767,7005949,5009,2026-05-19 13:06:31,99,104,PICKUP,43.29,ECO
920272,7006115,5091,2026-05-19 06:55:08,1,132,OUT_FOR_DELIVERY,15.2,ECO
919278,7005794,5067,2026-05-19 21:01:02,6,103,ARRIVE,18.6,EXP
919482,7005859,5001,2026-05-19 16:06:48,3,101,OUT_FOR_DELIVERY,0.91,STD
919733,7005943,5082,2026-05-19 16:44:37,10,128,DEPART,7.81,EXP
919940,7006003,5131,2026-05-19 16:42:07,3,135,OUT_FOR_DELIVERY,41.2,SDD
919487,7005861,5107,2026-05-19 19:22:27,3,112,PICKUP,31.04,EXP
920055,7006038,5186,2026-05-19 06:43:26,10,114,PICKUP,10.94,EXP
920217,7006088,5044,2026-05-19 19:35:30,1,128,failed,2.98,STD
919338,7005810,5100,2026-05-19 10:23:31,9,121,DELIVERED,7.88,SDD
920224,7006090,5166,2026-05-19 18:22:15,5,130,OUT_FOR_DELIVERY,13.55,ECO
919749,7005947,5189,2026-05-19 16:42:35,2,121,DELIVERED,18.53,ECO
920025,7006031,5119,2026-05-19 15:51:34,4,119,ARRIVE,28.93,ECO
919521,7005871,5182,2026-05-19 06:02:59,10,116,FAILED,"0,82",EXP
919534,7005874,5029,2026-05-19 14:56:42,2,126,OUT_FOR_DELIVERY,8.96,STD
919339,7005810,5116,2026-05-19 19:14:57,4,114,OUT_FOR_DELIVERY,11.76,SDD
919978,7006017,5157,2026-05-19 08:23:13,8,123,DEPART,13.02,EXP
919506,7005865,5196,2026-05-19 16:58:35,8,101,FAILED,4.4,ECO
919340,7005810,5174,2026-05-19 09:53:42,3,107,FAILED,43.6,EXP
919485,7005860,5134,2026-05-19 11:49:43,5,114,ARRIVE,43.1,ECO
919592,7005893,5067,2026-05-19 15:32:36,3,108,DELIVERED,24.89,STD
919695,7005933,5148,2026-05-19 14:02:02,10,102,DELIVERED,6.74,EXP
920276,7006118,5144,2026-05-19 16:10:25,2,127,DEPART,27.08,EXP
920104,7006054,5184,2026-05-19 15:12:38,7,101,FAILED,"30,4",ECO
919518,7005870,5048,2026-05-19 20:29:15,9,113,FAILED,2.14,ECO
919798,7005953,5193,2026-05-19 16:16:18,7,129,out_for_delivery,20.86,EXP
919818,7005957,5178,2026-05-19 11:02:33,5,122,DELIVERED,5.56,EXP
920046,7006034,5192,2026-05-19 13:05:25,2,137,DELIVERED,3.27,EXP
919822,7005957,5029,2026-05-19 10:24:56,8,120,ARRIVE,39.17,SDD
920154,7006072,5050,2026-05-19 11:27:58,4,137,DEPART,4.24,STD
919512,7005869,5117,2026-05-19 19:16:46,4,105,DELIVERED,11.9,EXP
920068,7006041,5164,2026-05-19 13:58:51,4,125,OUT_FOR_DELIVERY,35.76,STD
919967,7006013,5058,2026-05-19 11:35:48,8,131,ARRIVE,36.12,SDD
920016,7006029,5186,2026-05-19 09:53:39,9,113,OUT_FOR_DELIVERY,27.05,EXP
920171,7006078,5098,2026-05-19 17:40:36,7,108,OUT_FOR_DELIVERY,32.69,ECO
920118,7006060,5117,2026-05-19 20:01:52,8,131,PICKUP,8.04,EXP
919956,7006011,5126,2026-05-19 07:43:47,3,136,DEPART,,ECO
919633,7005908,5090,2026-05-19 21:52:17,10,121,PICKUP,41.93,SDD
920253,7006106,5074,2026-05-19 19:21:41,5,130,DEPART,43.95,STD
920146,7006069,5019,2026-05-19 09:59:00,1,107,FAILED,4.31,ECO
920026,7006031,5099,2026-05-19 18:20:08,4,118,DELIVERED,24.97,ECO
919720,7005942,5025,2026-05-19 20:04:04,9,123,DEPART,18.08,EXP
920045,7006034,5034,2026-05-19 16:35:31,4,103,DEPART,45.01,SDD
919561,7005885,5148,2026-05-19 16:21:29,1,139,OUT_FOR_DELIVERY,1.75,STD
920291,7006124,5090,2026-05-19 17:48:48,5,139,OUT_FOR_DELIVERY,36.68,SDD
920258,7006109,5112,2026-05-19 19:35:14,3,112,DELIVERED,11.16,SDD
919794,7005951,5157,19/05/2026 12:33,2,127,ARRIVE,13.48,EXP
919849,7005967,5144,2026-05-19 11:14:57,6,101,PICKUP,46.94,EXP
919741,7005944,5012,2026-05-19 14:40:18,7,114,DELIVERED,45.8,STD
919370,7005821,5181,2026-05-19 08:25:38,4,123,DEPART,12.52,SDD
919460,7005853,5151,2026-05-19 15:38:58,2,136,OUT_FOR_DELIVERY,6.5,SDD
919997,7006021,5038,2026-05-19 10:19:38,3,106,ARRIVE,40.52,STD
920018,7006029,5187,19/05/2026 18:40,1,112,OUT_FOR_DELIVERY,12.12,ECO
919555,7005883,5060,2026-05-19 16:17:47,7,139,ARRIVE,22.4,ECO
919315,7005803,5174,2026-05-19 07:01:30,4,110,PICKUP,3.77,EXP
920265,7006114,5072,2026-05-19 13:31:49,9,107,PICKUP,7.76,STD
919549,7005880,5100,2026-05-19 14:46:15,4,138,DELIVERED,326.68,ECO
920189,7006084,5177,2026-05-19 18:13:52,4,129,ARRIVE,"35,59",EXP
919968,7006013,5087,19/05/2026 17:21,1,,ARRIVE,31.92,SDD
920271,7006115,5160,2026-05-19 19:43:31,1,132,OUT_FOR_DELIVERY,23.19,ECO
919376,7005822,5023,19/05/2026 13:18,5,118,DELIVERED,36.11,ECO
919709,7005940,5030,2026-05-19 07:21:22,3,105,FAILED,27.39,ECO
920088,7006048,5135,2026-05-19 06:57:30,2,116,OUT_FOR_DELIVERY,39.57,SDD
920173,7006080,5092,2026-05-19 18:37:44,6,,OUT_FOR_DELIVERY,11.61,ECO
919875,7005977,5042,2026-05-19 20:56:45,3,126,DELIVERED,38.97,SDD
919476,7005858,5080,2026-05-19 14:26:24,6,123,OUT_FOR_DELIVERY,38.74,ECO
919862,7005971,5107,2026-05-19 06:31:48,7,108,OUT_FOR_DELIVERY,30.6,ECO
919300,7005799,5015,2026-05-19 11:52:53,1,125,OUT_FOR_DELIVERY,,ECO
919721,7005942,5019,2026-05-19 12:51:15,2,105,ARRIVE,20.89,STD
920262,7006112,5029,19/05/2026 15:08,7,120,ARRIVE,29.34,STD
920132,7006065,5017,2026-05-19 09:59:27,9,117,PICKUP,16.05,SDD
919713,7005941,5105,2026-05-19 09:37:20,9,125,DELIVERED,3.8,EXP
919651,7005913,5037,2026-05-19 09:21:30,1,108,DEPART,22.43,SDD
919744,7005946,5115,2026-05-19 19:10:48,6,115,PICKUP,7.77,STD
919837,7005961,5140,2026-05-19 10:35:08,3,129,FAILED,21.61,SDD
919509,7005866,5111,2026-05-19 15:28:37,1,109,FAILED,7.26,SDD
919842,7005964,5027,2026-05-19 18:45:01,7,128,FAILED,20.48,EXP
919976,7006016,5184,2026-05-19 06:56:05,2,113,OUT_FOR_DELIVERY,33.49,STD
920082,7006045,5003,2026-05-19 17:01:15,1,108,FAILED,1.39,EXP
919565,7005886,5088,2026-05-19 13:08:57,7,132,OUT_FOR_DELIVERY,46.03,ECO
920162,7006073,5090,2026-05-19 10:44:08,3,117,DEPART,"29,45",EXP
919711,7005940,5068,2026-05-19 09:05:05,3,128,DEPART,37.2,STD
919630,7005906,5104,2026-05-19 18:06:12,10,121,DEPART,42.67,ECO
920246,7006104,5176,2026-05-19 10:49:20,10,129,FAILED,1.51,STD
920234,7006096,5015,2026-05-19 15:44:32,1,123,DEPART,35.78,EXP
920264,7006114,5025,2026-05-19 11:08:41,7,135,OUT_FOR_DELIVERY,1.09,ECO
919284,7005796,5018,2026-05-19 08:43:36,6,109,DEPART,27.49,STD
919619,7005904,5090,2026-05-19 08:09:20,1,133,out_for_delivery,43.33,ECO
919806,7005954,5120,2026-05-19 15:15:41,10,131,PICKUP,19.53,STD
919297,7005798,5039,2026-05-19 07:29:53,5,109,DEPART,13.0,STD
920186,7006084,5120,2026-05-19 09:47:42,5,101,DEPART,43.92,STD
919399,7005829,5097,2026-05-19 07:40:29,1,118,OUT_FOR_DELIVERY,19.4,SDD
919628,7005905,5110,2026-05-19 18:45:45,9,106,DEPART,10.52,EXP
919522,7005871,5171,2026-05-19 16:57:44,9,129,PICKUP,1.94,STD
919301,7005799,5035,2026-05-19 18:16:32,6,115,DEPART,7.17,EXP
920151,7006072,5196,2026-05-19 16:39:57,10,137,FAILED,8.22,STD
919350,7005814,5154,2026-05-19 07:12:00,6,102,ARRIVE,20.72,ECO
919891,7005981,5154,2026-05-19 17:56:38,99,129,DELIVERED,28.69,EXP
919305,7005800,5129,2026-05-19 06:40:56,10,101,ARRIVE,35.64,ECO
919807,7005954,5002,2026-05-19 15:19:22,1,103,PICKUP,38.07,ECO
919269,7005792,5175,2026-05-19 06:23:41,1,117,DEPART,38.97,SDD
920175,7006080,5104,2026-05-19 21:52:58,1,106,FAILED,30.5,SDD
920076,7006044,5197,2026-05-19 16:51:18,10,122,PICKUP,7.06,ECO
919308,7005801,5032,19/05/2026 20:03,6,111,PICKUP,38.18,SDD
920266,7006114,5097,2026-05-19 10:33:56,8,140,ARRIVE,13.63,ECO
919725,7005943,5057,2026-05-19 08:43:45,1,133,FAILED,7.2,SDD
919673,7005920,5127,2026-05-19 09:40:35,9,130,DELIVERED,11.89,STD
920208,7006086,5002,2026-05-19 21:06:37,8,109,DEPART,12.89,EXP
919263,7005789,5038,2026-05-19 17:36:07,3,111,FAILED,7.9,STD
919885,7005978,5094,2026-05-19 11:33:12,8,104,ARRIVE,14.18,EXP
919991,7006020,5042,2026-05-19 10:48:34,1,,DELIVERED,16.32,SDD
919484,7005860,5096,2026-05-19 06:08:23,4,108,ARRIVE,46.9,STD
919362,7005819,5041,2026-05-19 07:16:18,4,131,DEPART,32.12,ECO
919719,7005942,5192,2026-05-19 16:25:01,4,115,ARRIVE,11.63,SDD
919466,7005854,5191,2026-05-19 18:27:14,2,112,OUT_FOR_DELIVERY,12.62,STD
919801,7005953,5051,2026-05-19 11:59:59,4,112,FAILED,38.37,SDD
919850,7005968,5156,2026-05-19 14:02:49,2,106,ARRIVE,32.52,EXP
920320,7006133,5059,2026-05-19 14:08:28,7,104,DELIVERED,9.78,EXP
919892,7005981,5147,2026-05-19 19:50:12,9,137,DELIVERED,23.31,ECO
920275,7006117,5087,2026-05-19 08:41:49,8,137,DEPART,39.63,SDD
919564,7005886,5131,2026-05-19 07:01:04,7,132,ARRIVE,31.77,ECO
919306,7005800,5183,2026-05-19 09:06:14,5,111,DEPART,7.6,SDD
919748,7005947,5154,2026-05-19 16:31:15,2,111,FAILED,12.7,SDD
919923,7005996,5146,2026-05-19 10:21:18,8,132,PICKUP,11.62,ECO
919525,7005871,5013,2026-05-19 09:44:22,10,116,PICKUP,18.94,ECO
919513,7005869,5170,2026-05-19 20:42:36,6,133,PICKUP,45.19,EXP
920296,7006125,5187,2026-05-19 18:30:57,3,102,DEPART,18.73,STD
920159,7006072,5111,2026-05-19 13:36:14,1,119,ARRIVE,29.95,ECO
919507,7005866,5082,2026-05-19 17:58:49,6,127,OUT_FOR_DELIVERY,10.01,EXP
919606,7005900,5095,2026-05-19 16:35:48,9,136,FAILED,7.67,ECO
919809,7005954,5158,2026-05-19 15:26:39,10,122,ARRIVE,15.18,STD
920011,7006027,5088,2026-05-19 10:25:10,1,133,FAILED,45.92,EXP
920144,7006069,5117,2026-05-19 12:53:08,1,104,PICKUP,27.84,SDD
920131,7006065,5047,2026-05-19 13:58:35,1,104,OUT_FOR_DELIVERY,28.9,SDD
919994,7006020,5192,2026-05-19 12:57:16,5,122,PICKUP,5.52,STD
920206,7006086,5113,2026-05-19 06:27:46,9,112,ARRIVE,11.21,EXP
919472,7005857,5088,2026-05-19 16:53:13,9,136,delivered,19.07,ECO
920164,7006074,5007,2026-05-19 21:46:15,2,101,ARRIVE,41.9,EXP
920292,7006124,5196,2026-05-19 07:15:52,9,117,OUT_FOR_DELIVERY,3.58,ECO
919461,7005853,5093,2026-05-19 18:44:48,10,113,OUT_FOR_DELIVERY,46.04,EXP
920061,7006040,5186,2026-05-19 14:53:13,1,131,OUT_FOR_DELIVERY,30.94,STD
919363,7005819,5022,2026-05-19 12:40:31,3,117,ARRIVE,36.82,SDD
919927,7005996,5033,2026-05-19 19:19:30,5,102,PICKUP,31.66,EXP
919610,7005901,5123,2026-05-19 06:02:18,5,129,OUT_FOR_DELIVERY,43.56,SDD
919566,7005886,5026,2026-05-19 12:46:48,10,128,PICKUP,21.18,EXP
919832,7005959,5127,2026-05-19 16:16:42,7,138,DEPART,43.57,ECO
920091,7006051,5022,2026-05-19 07:46:57,9,101,OUT_FOR_DELIVERY,16.64,EXP
920040,7006034,5137,2026-05-19 14:06:49,1,129,ARRIVE,15.29,SDD
920071,7006042,5087,2026-05-19 18:53:06,1,110,DELIVERED,15.09,EXP
919604,7005900,5169,2026-05-19 12:07:34,6,123,PICKUP,31.78,STD
919639,7005910,5163,2026-05-19 10:12:21,7,113,OUT_FOR_DELIVERY,,EXP
920064,7006041,5043,2026-05-19 18:31:55,3,102,ARRIVE,24.32,ECO
919556,7005883,5004,2026-05-19 20:51:36,10,134,DELIVERED,30.8,EXP
919965,7006012,5047,2026-05-19 18:30:53,8,104,OUT_FOR_DELIVERY,24.35,EXP
919425,7005839,5041,2026-05-19 09:28:48,8,117,PICKUP,11.61,EXP
919929,7005997,5176,2026-05-19 11:20:00,4,131,ARRIVE,36.06,ECO
919449,7005848,5008,2026-05-19 16:40:47,10,130,OUT_FOR_DELIVERY,42.2,SDD
920031,7006033,5059,2026-05-19 08:41:14,9,104,DEPART,47.61,ECO
920057,7006038,5151,2026-05-19 09:48:35,6,125,DEPART,23.65,STD
919260,7005787,5085,2026-05-19 10:39:31,5,135,ARRIVE,20.04,EXP
919390,7005827,5170,2026-05-19 18:40:01,4,126,PICKUP,36.01,STD
919833,7005960,5010,2026-05-19 06:28:41,7,123,OUT_FOR_DELIVERY,28.05,ECO
920260,7006110,5014,2026-05-19 13:16:32,3,129,DEPART,19.03,SDD
920203,7006086,5192,2026-05-19 11:31:24,5,108,OUT_FOR_DELIVERY,17.24,SDD
920235,7006096,5128,2026-05-19 17:27:11,4,120,OUT_FOR_DELIVERY,29.48,ECO
919542,7005879,5078,2026-05-19 13:31:22,9,111,ARRIVE,32.92,ECO
920042,7006034,5162,2026-05-19 16:38:09,9,101,FAILED,"43,07",SDD
919288,7005797,5164,2026-05-19 20:40:41,5,118,FAILED,30.07,ECO
919688,7005928,5072,2026-05-19 13:38:41,4,101,OUT_FOR_DELIVERY,24.45,SDD
919816,7005956,5033,2026-05-19 18:11:46,9,112,DEPART,8.22,STD
919883,7005977,5083,2026-05-19 18:24:35,5,122,PICKUP,45.58,ECO
919277,7005794,5134,2026-05-19 21:52:30,2,124,failed,24.85,ECO
919474,7005857,5172,2026-05-19 12:09:40,7,138,DELIVERED,8.76,EXP
919722,7005943,5153,2026-05-19 10:59:30,2,131,FAILED,1.15,SDD
919616,7005902,5022,2026-05-19 06:32:17,8,116,ARRIVE,31.32,STD
920270,7006114,5116,2026-05-19 18:48:45,3,121,OUT_FOR_DELIVERY,40.29,STD
919854,7005969,5168,2026-05-19 07:31:10,5,112,OUT_FOR_DELIVERY,31.0,EXP
919607,7005900,5067,2026-05-19 11:17:00,10,129,OUT_FOR_DELIVERY,16.28,EXP
919638,7005910,5127,2026-05-19 16:17:26,1,128,FAILED,10.0,EXP
919912,7005991,5007,2026-05-19 16:10:33,7,119,FAILED,38.84,SDD
920052,7006037,5037,2026-05-19 16:10:43,9,106,DELIVERED,13.45,SDD
919294,7005798,5037,2026-05-19 20:16:54,5,106,OUT_FOR_DELIVERY,42.83,SDD
919658,7005913,5062,2026-05-19 14:01:42,6,126,PICKUP,14.03,EXP
919660,7005914,5007,2026-05-19 15:02:53,7,136,OUT_FOR_DELIVERY,3.36,EXP
920028,7006032,5153,2026-05-19 08:50:06,1,124,PICKUP,6.09,SDD
919335,7005808,5011,2026-05-19 11:23:53,4,120,DELIVERED,5.21,SDD
920192,7006085,5014,2026-05-19 06:04:25,4,114,DELIVERED,30.03,STD
920006,7006026,5174,2026-05-19 16:30:35,9,117,OUT_FOR_DELIVERY,42.96,STD
920210,7006086,5068,2026-05-19 10:55:44,6,138,PICKUP,25.0,ECO
919689,7005929,5057,2026-05-19 15:48:54,2,114,DEPART,13.54,SDD
920180,7006082,5142,2026-05-19 07:08:00,1,132,DELIVERED,36.75,STD
919838,7005961,5097,2026-05-19 14:49:48,4,113,DELIVERED,26.56,ECO
920280,7006120,5075,2026-05-19 19:41:41,1,138,FAILED,34.26,SDD
920108,7006056,5117,2026-05-19 08:52:50,8,131,DELIVERED,33.24,ECO
919992,7006020,5130,2026-05-19 20:52:01,7,124,PICKUP,25.67,EXP
919357,7005816,5009,2026-05-19 11:07:50,3,133,ARRIVE,35.18,STD
920199,7006086,5088,2026-05-19 19:23:22,2,123,DELIVERED,4.58,STD
919529,7005873,5069,2026-05-19 14:19:03,10,111,OUT_FOR_DELIVERY,19.49,SDD
919598,7005896,5044,2026-05-19 10:35:58,1,102,DELIVERED,44.3,ECO
919703,7005936,5025,2026-05-19 14:16:31,1,138,DEPART,18.59,ECO
920254,7006107,5097,2026-05-19 14:46:19,4,134,PICKUP,4.86,STD
919590,7005891,5196,2026-05-19 18:17:43,6,132,PICKUP,23.73,ECO
920190,7006084,5098,2026-05-19 13:16:58,5,108,FAILED,46.01,STD
920066,7006041,5132,2026-05-19 08:12:41,7,137,FAILED,17.08,STD
919409,7005832,5071,2026-05-19 06:41:15,3,122,DEPART,23.46,EXP
919865,7005973,5058,2026-05-19 21:06:21,2,140,PICKUP,24.26,STD
919483,7005859,5086,2026-05-19 12:24:53,5,103,OUT_FOR_DELIVERY,24.48,STD
919666,7005918,5132,2026-05-19 12:13:49,6,114,PICKUP,42.72,EXP
919597,7005896,5051,2026-05-19 13:07:27,3,118,OUT_FOR_DELIVERY,23.96,EXP
919776,7005950,5149,2026-05-19 10:39:38,2,103,DEPART,21.21,ECO
919937,7006001,5189,2026-05-19 10:23:24,2,104,ARRIVE,8.08,EXP
919897,7005983,5106,2026-05-19 20:39:18,6,135,DEPART,"0,56",ECO
919909,7005988,5078,2026-05-19 08:15:15,3,127,PICKUP,16.47,ECO
919458,7005852,5017,2026-05-19 20:32:36,6,123,ARRIVE,37.64,EXP
919928,7005997,5119,2026-05-19 20:07:41,5,130,FAILED,9.81,ECO
919774,7005950,5002,2026-05-19 20:42:06,7,124,OUT_FOR_DELIVERY,30.28,STD
919915,7005992,5166,2026-05-19 16:00:49,5,113,PICKUP,21.58,STD
919729,7005943,5098,2026-05-19 21:26:06,4,104,FAILED,,EXP
919964,7006012,5087,2026-05-19 13:51:12,9,140,DEPART,17.71,ECO
919644,7005910,5010,19/05/2026 18:41,2,119,PICKUP,44.7,EXP
920200,7006086,5011,2026-05-19 09:08:33,6,110,OUT_FOR_DELIVERY,25.36,STD
920030,7006032,5178,2026-05-19 12:54:49,4,117,ARRIVE,9.7,STD
920304,7006128,5002,2026-05-19 20:38:13,4,120,OUT_FOR_DELIVERY,40.2,EXP
919392,7005827,5181,2026-05-19 15:54:21,6,108,PICKUP,28.68,SDD
919520,7005871,5153,2026-05-19 12:29:41,9,101,DEPART,4.2,SDD
920202,7006086,5092,2026-05-19 11:26:26,9,138,OUT_FOR_DELIVERY,10.74,ECO
919974,7006015,5159,2026-05-19 06:34:38,9,134,FAILED,16.93,ECO
919691,7005930,5069,2026-05-19 18:48:38,4,133,DEPART,46.01,ECO
919996,7006021,5198,2026-05-19 16:34:20,8,129,OUT_FOR_DELIVERY,28.74,ECO
919680,7005924,5019,2026-05-19 19:10:44,8,140,DEPART,15.78,EXP
919346,7005812,5029,2026-05-19 09:49:08,8,121,OUT_FOR_DELIVERY,41.45,ECO
919858,7005970,5087,2026-05-19 14:04:11,6,139,FAILED,45.61,EXP
919588,7005891,5191,2026-05-19 18:13:19,1,135,DEPART,37.35,EXP
919640,7005910,5179,19/05/2026 21:53,8,116,OUT_FOR_DELIVERY,46.83,ECO
919661,7005915,5061,2026-05-19 10:52:06,1,132,PICKUP,0.73,EXP
920201,7006086,5131,2026-05-19 17:16:36,8,101,DELIVERED,11.03,EXP
920021,7006030,5079,2026-05-19 14:36:07,10,130,OUT_FOR_DELIVERY,34.16,SDD
920125,7006063,5118,2026-05-19 15:24:39,2,117,OUT_FOR_DELIVERY,25.79,STD
919827,7005957,5101,2026-05-19 13:39:10,2,134,DEPART,32.2,ECO
920218,7006088,5149,2026-05-19 11:57:00,7,125,OUT_FOR_DELIVERY,46.18,EXP
919943,7006004,5107,2026-05-19 12:22:12,10,130,DEPART,26.9,STD
920247,7006104,5019,2026-05-19 10:33:45,5,,PICKUP,7.63,STD
919636,7005910,5012,2026-05-19 06:51:14,5,115,ARRIVE,3.23,STD
919805,7005953,5200,2026-05-19 21:40:07,7,120,ARRIVE,27.13,STD
919324,7005805,5080,2026-05-19 06:44:16,3,103,arrive,26.13,STD
919768,7005949,5083,2026-05-19 10:33:28,2,137,OUT_FOR_DELIVERY,40.17,ECO
919617,7005903,5021,2026-05-19 19:20:06,6,129,FAILED,39.75,STD
919836,7005961,5023,2026-05-19 10:10:20,4,131,OUT_FOR_DELIVERY,43.77,STD
919763,7005949,5020,2026-05-19 10:18:02,4,136,FAILED,1.95,EXP
919960,7006012,5119,2026-05-19 06:58:06,1,128,DEPART,2.53,ECO
919304,7005800,5014,2026-05-19 11:58:09,4,117,DELIVERED,26.2,STD
919737,7005944,5044,2026-05-19 14:23:02,1,132,DEPART,14.98,ECO
919559,7005884,5133,2026-05-19 16:07:44,5,113,DEPART,6.58,ECO
919387,7005826,5012,2026-05-19 13:21:08,8,136,DELIVERED,29.52,STD
919429,7005841,5069,2026-05-19 13:35:21,10,135,DEPART,21.96,SDD
919612,7005901,5040,2026-05-19 20:21:11,3,122,DELIVERED,12.23,SDD
919641,7005910,5078,2026-05-19 10:59:52,3,139,FAILED,11.3,EXP
920166,7006075,5057,2026-05-19 14:48:36,3,127,FAILED,17.5,SDD
920007,7006026,5163,2026-05-19 08:51:49,4,115,DELIVERED,35.74,STD
919456,7005851,5013,2026-05-19 12:41:03,7,140,DELIVERED,3.0,STD
920107,7006055,5086,2026-05-19 17:57:16,5,131,PICKUP,16.7,SDD
919596,7005896,5133,2026-05-19 19:14:52,2,137,ARRIVE,7.44,ECO
919724,7005943,5179,2026-05-19 17:06:25,8,139,ARRIVE,41.08,ECO
